search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,metric,n_neighbors,weights
1,63,0.4225949304967892,0.018962494174185256,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 24, 'weights': 'distance'}",manhattan,24,distance
1,64,0.3113085544480945,0.023913175000287168,0.31326469323737227,0.009365586862822364,"{'metric': 'euclidean', 'n_neighbors': 100, 'weights': 'uniform'}",euclidean,100,uniform
1,65,0.37192843439883083,0.02071387208419682,0.3823930666520597,0.007194141711941961,"{'metric': 'manhattan', 'n_neighbors': 35, 'weights': 'uniform'}",manhattan,35,uniform
1,66,0.42717972714362196,0.016565762033798708,0.48647493265612507,0.006473052262172673,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'uniform'}",manhattan,11,uniform
1,67,0.32778032531975976,0.029254130842177983,0.33218036790822214,0.011408280906034888,"{'metric': 'euclidean', 'n_neighbors': 66, 'weights': 'uniform'}",euclidean,66,uniform
1,68,0.31401746466340125,0.02356142683582248,0.3154024364929242,0.00721637225066914,"{'metric': 'manhattan', 'n_neighbors': 90, 'weights': 'uniform'}",manhattan,90,uniform
1,69,0.3247466209795619,0.02740221876879005,1.0,0.0,"{'metric': 'euclidean', 'n_neighbors': 91, 'weights': 'distance'}",euclidean,91,distance
1,70,0.32677780085345265,0.019724435051986716,0.325020115046392,0.007255544566025055,"{'metric': 'manhattan', 'n_neighbors': 76, 'weights': 'uniform'}",manhattan,76,uniform
1,71,0.3291632456810971,0.026129323006878282,0.3274913445826824,0.01210801202437248,"{'metric': 'euclidean', 'n_neighbors': 79, 'weights': 'uniform'}",euclidean,79,uniform
1,72,0.3240967189358232,0.026311489196000855,1.0,0.0,"{'metric': 'euclidean', 'n_neighbors': 97, 'weights': 'distance'}",euclidean,97,distance
1,73,0.31645353327239123,0.024787014155995487,0.3188031673007498,0.008111162353001217,"{'metric': 'euclidean', 'n_neighbors': 90, 'weights': 'uniform'}",euclidean,90,uniform
1,74,0.3303389597685789,0.021597163132637976,0.32788906014752195,0.006432951535395711,"{'metric': 'manhattan', 'n_neighbors': 72, 'weights': 'uniform'}",manhattan,72,uniform
1,75,0.30954667150808685,0.023066735859792107,0.30886214837823545,0.005083028799371487,"{'metric': 'manhattan', 'n_neighbors': 96, 'weights': 'uniform'}",manhattan,96,uniform
1,76,0.3438276480335368,0.014970144758392118,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 80, 'weights': 'distance'}",manhattan,80,distance
1,77,0.3333622745242834,0.029889086111134992,0.33595862301812873,0.01025969343413166,"{'metric': 'euclidean', 'n_neighbors': 67, 'weights': 'uniform'}",euclidean,67,uniform
1,78,0.378678504307116,0.013825117588163433,0.4176947816845269,0.0054679035489441676,"{'metric': 'manhattan', 'n_neighbors': 14, 'weights': 'uniform'}",manhattan,14,uniform
1,79,0.4094059630553315,0.01962290839194049,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 28, 'weights': 'distance'}",manhattan,28,distance
2,0,0.4084703552483158,0.017674439697682336,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 30, 'weights': 'distance'}",manhattan,30,distance
2,1,0.4225949304967892,0.018962494174185256,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 24, 'weights': 'distance'}",manhattan,24,distance
2,2,0.3362216230509478,0.02144760658820032,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 89, 'weights': 'distance'}",manhattan,89,distance
2,3,0.4225949304967892,0.018962494174185256,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 24, 'weights': 'distance'}",manhattan,24,distance
2,4,0.3549978140993412,0.021044188122683823,0.37473279758979505,0.00544557211859542,"{'metric': 'euclidean', 'n_neighbors': 24, 'weights': 'uniform'}",euclidean,24,uniform
